CLIENT ID,CLIENT_SEGMENT,AVG CONSO,AVG BASKET SIZE,RECEIVED_COMMUNICATION
19214512,2,"116,67",280,1
19215443,3,"66,75","114,43",1
19215630,4,55,"50,77",1
19215866,3,"16,67",200,1
19216435,6,"166,67",250,1
19216589,1,"118,33","202,86",1
19216840,1,"158,33","271,43",1
19217101,5,"3,33",40,1
19217226,4,"13,33",80,1
19217447,3,"51,67","206,67",1
19217810,2,"70,83","283,33",1
19218251,2,"72,5",174,1
19218504,2,"58,33",350,1
19218938,1,"121,42","242,83",1
19219480,1,175,60,1
19219483,6,"507,58","380,69",1
19220331,4,"16,67",200,1
19221089,1,"92,25",123,1
19221098,3,"33,33",200,1
19221146,4,"18,33",55,1
19221456,2,"112,5",450,1
19221545,4,25,100,1
19221777,3,"41,67","166,67",1
19222154,2,"62,5",250,1
19222172,1,"83,42","166,83",1
19222621,6,"108,33",325,1
19222706,4,"12,5",150,1
19223047,1,"99,25","148,88",1
19223159,3,"37,58","150,33",1
19223252,2,"70,83","212,5",1
19223507,1,"109,17","145,56",1
19223718,4,"43,33","86,67",1
19223741,6,"195,83",1175,1
19223961,2,"82,5","247,5",1
19224210,4,"27,5",110,1
19224261,5,"9,17",55,1
19224714,3,"37,5",150,1
19224936,3,"48,08","144,25",1
19224983,6,"114,17","152,22",1
19225019,1,"78,33",47,1
19225036,2,"89,17","267,5",1
19226817,3,50,200,1
19227011,3,"16,67",200,1
19227171,3,"45,83",55,1
19227446,1,"181,67",218,1
19228140,2,"145,92","350,2",1
19228311,5,"6,67",80,1
19228734,4,"45,92","50,09",1
19229381,3,"70,83","283,33",1
19229582,1,"140,83","211,25",1
19229610,3,"62,5",150,1
19230061,1,135,162,1
19230066,3,"73,33","67,69",1
19230195,3,"16,67",200,1
19230220,1,"134,17","201,25",1
19230290,3,50,300,1
19230448,3,"68,33","91,11",1
19230510,2,"70,83","212,5",1
19230569,4,"33,33",100,1
19231222,3,"51,67","103,33",1
19231228,1,"137,5","206,25",1
19231356,1,120,180,1
19231375,1,"181,42","145,13",1
19231712,1,"45,92","91,83",1
19232142,6,"170,83","341,67",1
19232217,2,"134,17",322,1
19232724,3,"37,5",150,1
19232856,4,"16,67","66,67",1
19233045,4,"15,83","63,33",1
19233053,5,"12,5",75,1
19233156,3,"20,83",250,1
19233482,5,"4,17",25,1
19233511,2,"96,75","232,2",1
19233637,3,"60,08","90,13",1
19233653,1,"129,75","129,75",1
19234578,6,"62,5",250,1
19234714,2,"83,33","333,33",1
19234749,2,100,240,1
19235144,2,"157,5",378,1
19235277,1,"75,83","101,11",1
19236019,2,100,240,1
19237375,3,50,200,1
19237448,2,"162,5",390,1
19238386,2,"87,5",350,1
19238393,4,"11,67",70,1
19238621,1,"95,83","191,67",1
19238867,4,"20,08","20,08",1
19239067,6,150,360,1
19239157,6,125,300,1
19239161,2,"83,33",200,1
19239233,1,70,140,1
19239400,3,"56,67",170,1
19239665,3,"45,83",275,1
19240032,1,225,"385,71",1
19240164,1,"149,17","223,75",1
19240203,6,"91,67",275,1
19240868,2,"166,67",500,1
19240932,4,"16,67","66,67",1
19241023,3,"41,67",500,1
19241024,3,"63,08","151,4",1
19241033,3,"28,33",170,1
19241059,6,"45,83","137,5",1
19241533,3,"54,17","216,67",1
19241643,3,"52,5","157,5",1
19241657,4,"20,83",250,1
19242151,3,"62,5",250,1
19242160,3,50,200,1
19242261,4,"16,67",200,1
19243185,2,"125,08","375,25",1
19243322,6,"179,17",430,1
19243327,6,"143,33","573,33",1
19243739,3,"33,33","133,33",1
19243862,1,"138,33","207,5",1
19243944,1,"76,67","131,43",1
19244588,1,"118,08","202,43",1
19244695,6,"91,67","366,67",1
19244880,4,"34,17","68,33",1
19244924,4,"6,67",10,1
19244951,2,100,240,1
19245237,3,"41,67",250,1
19245770,2,100,400,1
19245785,3,50,200,1
19246434,2,"137,5",330,1
19246696,4,25,300,1
19247235,4,"24,17",145,1
19247254,4,"33,33",100,1
19247779,3,"41,67",250,1
19247907,4,"30,58","91,75",1
19248013,4,"6,67",80,1
19248159,2,"83,42","200,2",1
19248337,3,"62,58","150,2",1
19248536,6,75,225,1
19248771,2,"70,83",425,1
19249136,4,"12,5",75,1
19249345,2,"85,92","257,75",1
19249471,3,"91,75","100,09",1
19249603,4,"33,33",200,1
19250034,1,"103,33","82,67",1
19250153,3,"40,83",245,1
19250335,2,"58,42","233,67",1
19250749,3,"33,33",200,1
19251571,2,75,225,1
19251660,3,"42,5","127,5",1
19252341,6,"50,58",607,1
19252620,2,"66,67",400,1
19252915,3,"33,42","133,67",1
19253000,3,"37,5",225,1
19253113,2,75,180,1
19253296,1,"104,25","125,1",1
19254173,3,"37,5","112,5",1
19254581,3,"61,67",148,1
19255011,3,"76,67","102,22",1
19255342,3,"42,25","253,5",1
19255361,2,"68,33",205,1
19255481,1,125,"187,5",1
19255563,5,"4,17",25,1
19255715,3,"39,17",94,1
19255751,4,"22,5",135,1
19256587,3,"58,33",175,1
19256904,4,"16,67",100,1
19258033,3,"70,83",85,1
19259012,3,"28,08","168,5",1
19259118,4,"30,83",37,1
19259484,4,"11,67",70,1
19259491,4,20,80,1
19259924,3,50,200,1
19260081,4,"28,33","56,67",1
19260626,4,70,"93,33",1
19260703,2,"69,17","207,5",1
19260712,4,"12,5",75,1
19260776,6,"183,33",550,1
19261143,3,"41,67","166,67",1
19261281,3,"41,67",125,1
19261516,5,"5,83",35,1
19261683,3,50,200,1
19261713,4,"51,67","68,89",1
19261755,3,"50,08","150,25",1
19262213,1,"139,17","208,75",1
19262559,3,"66,67","114,29",1
19262618,3,"53,33","213,33",1
19263344,1,"200,08","200,08",1
19263397,5,"6,67",40,1
19263415,2,"54,17",325,1
19263446,6,"137,5","412,5",1
19263841,3,"68,42","102,63",1
19264678,2,"87,5",350,1
19264972,4,"28,33",170,1
19265182,1,"172,25","258,38",1
19265417,3,"41,67",100,1
19265676,3,"61,75","185,25",1
19266055,2,"70,83","283,33",1
19266574,2,"79,17",190,1
19266889,4,"38,33","153,33",1
19267026,2,"37,5",225,1
19267540,4,"13,33",80,1
19267667,2,"83,92","251,75",1
19267673,4,"21,67",130,1
19267674,6,215,"234,55",1
19267800,2,75,300,1
19267807,2,"66,67",200,1
19267870,3,"41,67",500,1
19267902,4,25,75,1
19268465,4,"21,67",52,1
19268526,1,"66,67","133,33",1
19268818,3,"36,67","33,85",1
19268893,2,"96,67",232,1
19268921,6,"78,33",188,1
19269527,3,"48,92","117,4",1
19269555,5,"11,67",70,1
19269655,1,"142,25","284,5",1
19270035,1,"194,25",259,1
19270175,3,"50,83",122,1
19270456,6,"70,83",425,1
19270863,2,"87,5",350,1
19271131,3,"45,83",275,1
19271334,6,"108,33",325,1
19271681,2,100,300,1
19271700,1,"72,5","124,29",1
19271891,2,"91,67",275,1
19271895,3,"62,5",150,1
19272068,1,"150,08","300,17",1
19273351,6,"17,5",210,1
19273421,3,"55,83",134,1
19273584,4,"23,33","93,33",1
19273958,2,"125,08","375,25",1
19274331,1,"132,5",159,1
19274379,1,"171,67",206,1
19274436,3,"50,08","200,33",1
19274600,1,"135,83","101,88",1
19274619,3,"58,33","233,33",1
19274854,6,"15,58",187,1
19275009,3,"45,83","137,5",1
19275179,2,"54,17",325,1
19275565,5,10,60,1
19275792,4,"17,5",70,1
19275950,2,"112,5",270,1
19276224,1,120,"205,71",1
19276237,1,75,"128,57",1
19276480,4,"13,33","53,33",1
19276621,6,"71,67","122,86",1
19276660,2,"145,83","437,5",1
19276773,3,"62,5","187,5",1
19276782,2,"105,83","423,33",1
19277225,3,"33,33",200,1
19277270,2,"84,17",202,1
19277275,4,"33,33",100,1
19277504,4,"29,17",175,1
19277816,3,"54,17","216,67",1
19278037,3,"58,42","140,2",1
19278119,4,"20,83","83,33",1
19278246,6,"183,42","220,1",1
19278360,6,35,140,1
19278422,3,"33,33",200,1
19278829,2,"79,17",190,1
19278855,2,"83,33",200,1
19278923,4,"8,33",100,1
19279436,5,"13,33",80,1
19279522,4,"26,67","45,71",1
19279822,6,75,225,1
19281460,2,"71,75","215,25",1
19281534,3,"99,17","108,18",1
19282019,3,"33,33",200,1
19282190,2,"91,67",220,1
19282591,4,"9,17",22,1
19282989,1,"99,17","108,18",1
19283097,6,"41,67","166,67",1
19283183,2,"64,17","192,5",1
19284243,2,"72,5","217,5",1
19284263,1,"226,17","226,17",1
19284342,5,"8,33",50,1
19284366,6,"116,67","466,67",1
19284718,5,"12,5",150,1
19285062,4,"21,67",130,1
19285366,2,"138,08","331,4",1
19285707,4,"20,83",125,1
19286052,3,50,200,1
19286107,2,"92,33","221,6",1
19286165,3,"22,5",135,1
19286293,2,50,300,1
19286330,3,50,200,1
19286557,3,"29,17",175,1
19286634,6,"216,67","866,67",1
19286773,4,30,60,1
19286795,3,"63,08","189,25",1
19286802,5,"10,83",65,1
19287157,2,100,300,1
19287388,4,"8,33",100,1
19287472,1,"116,67","155,56",1
19288124,1,"79,17","105,56",1
19288332,1,"84,17","168,33",1
19288339,2,100,300,1
19288434,4,"58,08","116,17",1
19289163,2,"87,5","262,5",1
19289177,3,"80,83","107,78",1
19289181,4,"21,67",65,1
19289280,1,"166,67",200,1
19289298,4,"13,33",80,1
19290620,4,"8,33",100,1
19291159,6,100,300,1
19291374,3,75,90,1
19291401,2,70,210,1
19291773,3,"62,5","107,14",1
19291905,5,"12,5",50,1
19291999,3,"65,83",79,1
19292085,2,150,450,1
19292501,3,"16,67",200,1
19293951,1,"95,83","164,29",1
19294048,2,125,300,1
19294499,2,"69,25",277,1
19294543,1,"80,08","160,17",1
19294636,2,"66,67","266,67",1
19294687,3,"48,42","145,25",1
19295698,3,"60,92","91,38",1
19296281,6,"108,42","325,25",1
19296340,1,"95,08","87,77",1
19296774,2,"100,58","301,75",1
19297098,3,50,200,1
19297572,1,"191,67","191,67",1
19297620,5,"12,5",150,1
19298084,1,"150,08","257,29",1
19298098,4,"23,33","93,33",1
19298175,1,"104,17","208,33",1
19298202,3,"56,67",136,1
19298291,1,105,"96,92",1
19298327,3,"39,17","67,14",1
19298906,3,"58,33",175,1
19299035,3,"60,08","120,17",1
19299055,3,"50,08","200,33",1
19299348,3,"33,92","135,67",1
19299369,1,"66,75","114,43",1
19300026,1,"116,67","127,27",1
19300104,4,"29,17","87,5",1
19300263,2,"60,83","243,33",1
19300790,2,"75,08","225,25",1
19301143,6,"59,25","142,2",1
19302860,1,"91,67",100,1
19303246,1,"86,42","103,7",1
19303247,2,"63,08","252,33",1
19303443,2,100,240,1
19303490,3,70,56,1
19303699,4,"17,5",105,1
19303852,4,"29,17","87,5",1
19304206,4,5,30,1
19304755,2,175,420,1
19304864,2,"116,67",350,1
19305305,4,"12,5",150,1
19306741,6,"212,5","364,29",1
19306916,1,"583,33","1166,67",1
19307089,2,"67,25","161,4",1
19307337,2,"66,67",200,1
19307626,3,"67,5","50,63",1
19308064,3,"16,67",200,1
19308130,3,"39,17",94,1
19308136,3,"52,5",126,1
19308614,4,"32,5",130,1
19308688,4,"20,83",125,1
19309035,4,"20,83",125,1
19309235,5,"9,17","36,67",1
19309277,1,"154,17",185,1
19310061,2,"98,33",236,1
19310150,1,"281,75","260,08",1
19310193,3,"55,83",134,1
19310634,1,"167,5","91,36",1
19310636,3,"36,67",110,1
19310695,3,35,140,1
19311290,3,"45,83",275,1
19311670,6,50,200,1
19312121,2,"84,17","336,67",1
19312191,6,"91,67",220,1
19312440,4,"33,33",200,1
19312514,2,"87,5","262,5",1
19312588,2,75,225,1
19312597,3,"45,83","137,5",1
19312887,5,"8,33","33,33",1
19313369,4,"28,33","113,33",1
19313624,3,50,100,1
19314217,2,"66,67","266,67",1
19314697,2,100,400,1
19314743,1,"220,83","294,44",1
19314744,1,"73,33","146,67",1
19315090,4,"6,67",80,1
19315489,2,"75,08","180,2",1
19316320,6,"160,83","482,5",1
19316353,1,"182,5",146,1
19316374,2,"71,67",215,1
19317413,1,"108,17","92,71",1
19317951,6,"291,67",700,1
19318125,1,"91,67","78,57",1
19318148,3,"37,5",225,1
19318182,1,"145,83","159,09",1
19318304,4,"18,33",110,1
19318379,1,"133,42","200,13",1
19318735,4,"12,5",75,1
19318997,2,50,600,1
19319315,3,75,"112,5",1
19319483,2,90,216,1
19319739,5,"6,67",40,1
19321258,3,20,240,1
19321603,4,"16,67",200,1
19321953,2,"79,17",190,1
19322123,4,"67,5","115,71",1
19322160,2,"108,33",260,1
19322521,4,"14,17",85,1
19322904,2,125,300,1
19323395,3,"37,5",150,1
19323576,1,"112,5","96,43",1
19323821,2,"112,58","337,75",1
19324043,2,"79,17","316,67",1
19324091,2,100,240,1
19324363,4,"33,33",80,1
19324712,1,"132,25","176,33",1
19325064,6,"158,42","211,22",1
19325437,4,"44,17","75,71",1
19326883,3,"33,42","66,83",1
19326980,1,"263,08","210,47",1
19327606,4,"33,33",200,1
19327846,5,"5,83",35,1
19327989,2,"83,33","333,33",1
19328090,3,"47,5",190,1
19328173,2,"66,67",800,1
19328220,2,"87,5",350,1
19328770,1,"95,92","191,83",1
19329306,2,"91,67",550,1
19329575,2,"83,33",250,1
19329823,4,"28,33","113,33",1
19330077,3,50,150,1
19331914,2,"66,67",200,1
19332014,3,"100,83",121,1
19332304,4,25,300,1
19332325,3,"26,67",320,1
19332707,4,"16,67","66,67",1
19333059,4,"32,5","48,75",1
19333177,4,25,150,1
19333339,2,"66,67","266,67",1
19333759,1,"125,83","251,67",1
19334455,4,25,100,1
19334577,3,"62,5","187,5",1
19334651,3,25,150,1
19335051,1,90,180,1
19335262,1,"118,33","94,67",1
19335271,6,"158,33","271,43",1
19335596,1,"141,67","212,5",1
19335678,2,"129,17",310,1
19335894,4,10,40,1
19336584,1,"187,5","204,55",1
19337417,1,"78,33","156,67",1
19337655,4,"24,17","96,67",1
19338232,4,"43,33","43,33",1
19338653,3,"65,08","86,78",1
19339020,4,"29,17",175,1
19339554,6,"66,67",200,1
19339784,3,"51,67",124,1
19340320,1,"222,33","266,8",1
19340679,1,"191,75","328,71",1
19341075,3,"79,25","105,67",1
19341101,3,"46,67",140,1
19341332,1,"83,42",91,1
19341445,1,"112,5",225,1
19341555,2,"104,17",250,1
19341664,1,"105,83","181,43",1
19342095,1,100,200,1
19342591,1,"93,33","186,67",1
19342629,3,50,200,1
19342636,2,"62,5",250,1
19343364,3,"54,17","216,67",1
19343371,6,"35,83","143,33",1
19343547,3,"48,33",290,1
19343627,4,"33,33","133,33",1
19343825,3,50,150,1
19344082,4,"55,83","83,75",1
19344268,2,"91,67",220,1
19344340,2,"79,17","237,5",1
19345380,4,"43,33","23,64",1
19345407,4,"33,33",200,1
19346186,2,75,180,1
19346772,3,"20,83",250,1
19346779,3,"50,08","100,17",1
19346853,3,50,150,1
19346886,1,100,200,1
19347046,6,"33,33",200,1
19347087,3,"41,67",250,1
19347266,2,"58,33","233,33",1
19347318,1,"109,17","119,09",1
19347500,3,"58,33",100,1
19348870,3,"16,67",200,1
19348908,2,"166,67",400,1
19349048,1,"163,08","244,63",1
19349071,1,"117,5","100,71",1
19349091,2,"175,83","527,5",1
19349641,1,"129,17","221,43",1
19349666,2,"133,33",320,1
19350059,1,"220,92","378,71",1
19350329,2,"66,75","200,25",1
19350653,3,"37,58","112,75",1
19350666,5,"8,33",100,1
19350708,6,"83,33",200,1
19350776,4,"23,33","93,33",1
19352236,3,"40,83","81,67",1
19353038,1,"133,42","200,13",1
19353048,2,"133,33",400,1
19353107,3,"38,33",230,1
19353418,6,"87,5","262,5",1
19353500,4,"6,67",80,1
19353724,1,100,200,1
19354144,1,"154,25","264,43",1
19354240,4,"26,67","45,71",1
19354516,3,50,200,1
19355169,3,"47,5","142,5",1
19355192,3,"66,67","72,73",1
19355227,1,"150,83","129,29",1
19355382,2,"64,17",154,1
19355555,6,"33,33",200,1
19355599,1,"88,33","176,67",1
19355743,3,"70,83","121,43",1
19357198,3,"46,75","140,25",1
19357386,3,"49,17","196,67",1
19357745,2,"87,5","262,5",1
19357773,2,"100,08","300,25",1
19357858,6,"216,67","371,43",1
19357868,6,"216,67","288,89",1
19358013,1,"159,75",213,1
19358124,2,"123,33",296,1
19358302,4,"16,67",100,1
19358366,4,"20,83","83,33",1
19358416,2,"179,17",430,1
19358734,1,"221,67","147,78",1
19359036,2,"70,92","170,2",1
19359636,3,"46,67",140,1
19359717,2,"66,67",200,1
19359759,1,"84,17","144,29",1
19360170,6,"58,33",350,1
19360178,2,"91,75","275,25",1
19360199,3,"33,33",200,1
19360368,3,"45,83","137,5",1
19360399,3,50,200,1
19360842,2,"80,58","193,4",1
19361038,1,"131,67","263,33",1
19361067,6,"3,33",40,1
19361156,2,"79,17","237,5",1
19361337,2,"91,67",220,1
19361392,3,"33,33",200,1
19361735,1,95,"142,5",1
19362347,2,"62,5",250,1
19362381,4,"34,17","136,67",1
19362480,2,"104,17","312,5",1
19363080,3,55,165,1
19363105,4,"20,83",250,1
19363478,2,"104,75",419,1
19364361,4,"20,83",125,1
19364682,3,"50,58","202,33",1
19365267,1,"73,33","146,67",1
19365425,1,"233,33",400,1
19365470,3,"39,17",235,1
19365561,4,"17,25",207,1
19365963,4,"23,33",56,1
19366357,1,"101,42","202,83",1
19366605,1,"139,17","238,57",1
19366671,4,"27,5","41,25",1
19367017,1,"171,67","343,33",1
19367201,1,"108,33","216,67",1
19367410,3,50,100,1
19367450,1,"233,42","280,1",1
19367766,1,"100,08","85,79",1
19367814,3,"63,33",190,1
19368227,1,"108,42","54,21",1
19368992,4,"16,67",200,1
19370062,2,70,210,1
19370149,1,"187,5","281,25",1
19370425,1,300,"514,29",1
19370934,6,"244,25","244,25",1
19370948,2,"73,33",176,1
19372008,2,"83,33",200,1
19372142,1,"91,67","183,33",1
19372324,1,"78,33",94,1
19372567,2,"87,5","262,5",1
19373048,3,"58,42","140,2",1
19373130,1,"62,5","107,14",1
19373314,2,"91,67",220,1
19373596,3,"39,17","117,5",1
19373918,3,"70,83",425,1
19373982,4,5,60,1
19374606,3,"57,5",138,1
19375059,3,35,210,1
19375489,4,"20,83","83,33",1
19375853,1,"112,58",193,1
19375919,2,"100,08","300,25",1
19375921,4,"12,5",75,1
19376025,6,"112,5",270,1
19376912,1,90,"98,18",1
19377531,5,"2,5",30,1
19377737,4,10,120,1
19378386,2,"54,25",217,1
19378738,2,"70,83","212,5",1
19378809,6,"58,33","233,33",1
19380610,6,"108,42","260,2",1
19380670,2,"66,75","200,25",1
19380998,2,"70,92","212,75",1
19381074,3,50,75,1
19381513,3,"24,17",145,1
19381622,2,"103,33",248,1
19382220,1,"153,92","205,22",1
19382478,1,"116,67","73,68",1
19382567,3,50,200,1
19382937,1,"108,33","162,5",1
19382989,6,"11,67",70,1
19383358,1,"66,67","114,29",1
19383403,6,"83,33",500,1
19383431,4,20,120,1
19383594,2,"66,75","200,25",1
19383612,3,"33,33",200,1
19383622,2,"104,17","312,5",1
19383698,2,"129,17","387,5",1
19384106,1,"208,08","146,88",1
19384325,3,45,180,1
19384338,4,"33,33",100,1
19384706,3,"33,33",400,1
19385294,1,95,190,1
19385605,4,"16,67",100,1
19385739,2,"166,67",400,1
19386141,3,"25,58",307,1
19386329,4,"37,5",150,1
19386852,4,"23,33",140,1
19388120,3,"54,17","162,5",1
19388267,3,"41,67",250,1
19388706,4,"41,67",50,1
19388861,2,"83,33",200,1
19389608,4,"18,33","73,33",1
19389957,4,"12,5",150,1
19389975,2,"91,67","366,67",1
19390245,6,50,300,1
19390850,2,"79,17","237,5",1
19391360,1,"92,25","184,5",1
19391587,2,75,300,1
19392154,3,70,84,1
19392161,1,"295,83",355,1
19392496,4,25,50,1
19393637,4,"25,83","77,5",1
19394165,2,100,240,1
19394459,1,"220,92","294,56",1
19394756,1,"95,58","104,27",1
19395165,3,"38,33",115,1
19395207,3,50,150,1
19395226,1,"195,83","391,67",1
19395848,2,"58,33",350,1
19396610,2,75,300,1
19396612,2,50,300,1
19396809,1,"208,92","250,7",1
19397370,3,"41,67","166,67",1
19397849,1,"190,08","325,86",1
19398084,3,"45,83","183,33",1
19398125,4,"20,83",50,1
19398250,3,40,160,1
19398258,3,"41,67",250,1
19398772,3,50,200,1
19399218,5,"16,67",100,1
19399248,3,"33,33",200,1
19399266,3,"33,92","203,5",1
19399326,2,105,252,1
19399598,1,"105,83","84,67",1
19399772,3,"16,67",200,1
19400057,1,"123,33","246,67",1
19400223,1,"141,67","113,33",1
19400262,2,"137,5",330,1
19400300,3,"37,5","112,5",1
19400573,6,"54,25","108,5",1
19401163,1,"233,33","215,38",1
19401334,5,5,60,1
19401486,2,"66,67",160,1
19401529,4,40,160,1
19401846,1,100,200,1
19401934,1,150,300,1
19402190,6,"72,5",290,1
19402403,4,"17,5",70,1
19402422,4,"16,67","66,67",1
19402567,3,"41,67","166,67",1
19402642,6,"187,58","250,11",1
19402815,3,"47,5","63,33",1
19403516,2,"75,08","300,33",1
19403711,4,60,90,1
19404074,2,"66,67",200,1
19404244,4,25,100,1
19404420,2,"124,25","298,2",1
19404527,5,"4,17",50,1
19404631,6,"208,33",500,1
19405149,4,"16,67",100,1
19405186,3,"50,08","200,33",1
19405405,5,"12,5",75,1
19405513,1,180,270,1
19405563,1,"87,5",150,1
19405817,1,"117,5",235,1
19405929,3,"62,5","93,75",1
19406045,1,"116,67","233,33",1
19406573,3,"48,33",116,1
19406718,4,"43,33",65,1
19406740,3,"33,33",200,1
19407115,6,100,400,1
19407379,2,"109,75","263,4",1
19407604,3,"57,5",138,1
19407818,3,50,300,1
19408248,6,100,200,1
19408266,2,"83,33",200,1
19408400,1,214,"183,43",1
19409404,3,"37,5","112,5",1
19409531,3,"63,33","126,67",1
19409583,2,"45,92","275,5",1
19409977,2,"108,33",650,1
19410083,2,"55,83","223,33",1
19410150,3,"54,17","108,33",1
19410174,3,"48,08","144,25",1
19410223,1,"239,17",287,1
19410531,1,"82,25","164,5",1
19410720,1,"98,33","196,67",1
19411360,3,"75,08","100,11",1
19411470,2,"66,67",200,1
19412206,1,"56,75","97,29",1
19412414,4,20,80,1
19412526,4,"30,83","123,33",1
19412587,4,25,100,1
19412641,2,"154,17","462,5",1
19412644,6,"258,33","281,82",1
19412896,4,"8,33",100,1
19413050,1,"166,67",200,1
19413268,4,15,36,1
19414403,1,"108,92","145,22",1
19414436,6,350,"233,33",1
19414507,3,"46,67",80,1
19416078,1,"183,42","366,83",1
19416819,5,"12,5",75,1
19416835,4,"66,67",100,1
19417046,1,"178,33","267,5",1
19417322,1,"113,92","54,68",1
19417378,2,"58,33","233,33",1
19417955,4,"66,67",100,1
19418528,1,"204,25","204,25",1
19418553,1,"133,33",160,1
19418849,1,"127,58","90,06",1
19418879,3,"33,33",200,1
19419080,3,"41,67","166,67",1
19419663,1,100,200,1
19419695,6,"16,67",200,1
19420050,3,"58,92","176,75",1
19420155,1,"81,75","140,14",1
19420289,2,"158,42","380,2",1
19420543,1,"116,67",175,1
19420790,4,"34,17",82,1
19420937,3,"46,67",112,1
19421079,2,125,300,1
19421080,3,"37,5",225,1
19421168,1,"116,75","200,14",1
19421336,3,"33,33",200,1
19421510,4,"9,17",22,1
19421681,2,"39,17",235,1
19421894,3,"63,33",190,1
19422412,2,"141,67",425,1
19422521,1,"100,83","151,25",1
19422629,2,"95,83","383,33",1
19422657,2,175,700,1
19423158,5,"4,17","16,67",1
19423164,1,"137,5","206,25",1
19423382,4,"35,83","143,33",1
19424107,3,"43,33","173,33",1
19424111,3,"58,33",175,1
19424113,1,"154,17","264,29",1
19424269,3,"57,5",138,1
19424674,3,"63,33",76,1
19424775,3,"29,17",175,1
19425044,3,50,200,1
19425094,3,50,150,1
19425175,3,55,165,1
19425344,2,"66,67",200,1
19425511,4,25,300,1
19425652,5,"4,17",50,1
19425882,2,100,600,1
19425901,3,"62,5","62,5",1
19426384,5,"10,08","40,33",1
19426801,4,"25,83",155,1
19426856,1,"199,17","149,38",1
19427157,4,"20,92","62,75",1
19427180,3,"82,5",90,1
19427408,1,"90,58","155,29",1
19427471,3,50,150,1
19427784,4,"17,25",207,1
19428828,3,"45,83","183,33",1
19428832,2,"175,08","420,2",1
19428886,2,"120,83",725,1
19429583,2,"133,33",320,1
19429646,3,"33,33","133,33",1
19430461,3,"34,17",205,1
19430729,2,"78,33",188,1
19430787,3,50,200,1
19430812,2,75,225,1
19431040,3,"55,83","47,86",1
19431224,1,"115,83","231,67",1
19431356,2,"67,5","202,5",1
19432523,1,"85,83","171,67",1
19433106,2,"104,17","416,67",1
19433332,3,50,200,1
19433336,1,"162,58","177,36",1
19433993,1,"180,83",310,1
19434375,3,50,100,1
19434843,3,"43,33","43,33",1
19435394,4,"66,67","72,73",1
19435431,1,"100,08","133,44",1
19435458,2,"66,75","200,25",1
19435741,2,"70,92","283,67",1
19435821,6,"16,67",200,1
19436333,3,"16,67",200,1
19436405,2,"124,17",298,1
19436686,1,"82,25",141,1
19437950,2,"96,67",232,1
19437976,3,"45,83",275,1
19439572,2,"62,5",250,1
19439775,1,"101,75",111,1
19439824,2,"83,33",500,1
19439849,3,"45,83","137,5",1
19440107,2,"45,83",275,1
19440314,1,"214,17","183,57",1
19440685,6,"287,5","313,64",1
19440786,1,"220,92","331,38",1
19440852,1,"270,83","203,13",1
19440934,1,"170,92","341,83",1
19440949,6,"95,83","383,33",1
19441824,3,"70,83",34,1
19441836,3,"47,5",57,1
19441888,4,52,78,1
19442072,3,"33,33",200,1
19442376,3,"87,5","116,67",1
19442523,2,300,1200,1
19442675,4,"24,17",145,1
19442970,3,"37,5","112,5",1
19443448,2,"41,67",500,1
19443849,2,"76,67",184,1
19444895,1,"90,83","99,09",1
19445485,4,25,100,1
19445838,5,"4,17",25,1
19446110,3,"37,5",150,1
19446315,5,"9,17","36,67",1
19446473,4,"16,67",100,1
19446544,2,"70,83","283,33",1
19446553,6,"133,33","533,33",1
19446559,1,"67,5",135,1
19446695,2,"69,17",166,1
19446979,2,"66,67",400,1
19447965,4,"20,83",125,1
19447999,4,"33,33",100,1
19448198,1,"220,83","378,57",1
19448361,2,"53,33",320,1
19448872,1,"152,25","228,38",1
19449309,3,"79,83","87,09",1
19449324,2,100,400,1
19449328,2,70,168,1
19449678,4,"21,67",130,1
19450654,2,"116,67","466,67",1
19451178,2,"133,42","400,25",1
19451803,4,"15,83","47,5",1
19451823,3,"33,33",200,1
19452034,4,"44,17","75,71",1
19452224,6,"80,83",194,1
19452398,2,"108,42","260,2",1
19453059,3,60,180,1
19453140,4,"11,67","46,67",1
19453685,2,"116,75","280,2",1
19453727,1,"98,92","131,89",1
19453930,4,"8,33",100,1
19454459,2,"67,58","162,2",1
19454639,4,"51,67","103,33",1
19455101,6,40,"43,64",1
19455198,1,"84,75","145,29",1
19455536,1,"79,25","158,5",1
19455764,4,"33,33",80,1
19455773,6,"487,5",650,1
19456209,1,"110,83","166,25",1
19456230,5,"8,33",100,1
19456842,2,"83,33",200,1
19457043,4,"8,33",100,1
19457096,1,125,250,1
19457215,3,"54,75",219,1
19457253,2,"68,33",205,1
19458844,2,"67,5","202,5",1
19459064,4,10,60,1
19459718,1,150,200,1
19459729,1,"139,75",129,1
19459852,2,"66,67",200,1
19460176,2,"133,33",400,1
19460212,3,45,180,1
19460407,2,"74,17",178,1
19460521,2,"83,33",250,1
19461173,2,"104,17","312,5",1
19461366,1,"108,33","216,67",1
19461458,2,"66,67",200,1
19461975,4,"24,17",58,1
19462445,3,"37,5","64,29",1
19462576,3,"57,58","172,75",1
19463255,2,"183,33",440,1
19463257,3,"33,33",200,1
19463683,1,"77,5","71,54",1
19463972,3,50,200,1
19464081,1,"104,17",125,1
19464273,1,"120,33","206,29",1
19464508,6,"135,83","232,86",1
19464776,4,"8,33",100,1
19465124,4,"29,17",175,1
